data_id,Building_name,config_type,Selling_price,Monthly_Rent,lat,longt,platform,city,listing_date,txn_type,property_type,locality,sqft,Status,listing_by,name_lister,Details,address,price_on_req,sublocality,age,google_place_id,immediate_possession,mobile_lister,areacode,management_by_landlord,carpet_area,updated_date
3299,RNA Corporate Centre,None,0,0,19.149933,72.84855,purpleyo,Mumbai,05/31/2016 10:58:14,LEASE/SALE,OFFICE,Goregaon West,136610,COMPLETED AND OPERATIONAL,None,None,None,"Ram Mandir Road, Goregaon West, Mumbai",false,None,None,None,None,None,400062,YES,None,
725,Arihant Aura - Block C,None,0,0,19.07512,73.019646,purpleyo,Navi Mumbai,07/13/2016 09:48:43,LEASE,OFFICE AND RETAIL,Turbhe,572000,COMPLETED AND OPERATIONAL,None,None,None,"Thane-Belapur Road, Turbhe MIDC, Turbhe, Navi Mumbai",false,None,None,None,None,None,400036,YES,None,
952,Phoenix Art Guild House,None,0,0,19.086037,72.890205,purpleyo,Mumbai,02/25/2016 12:21:31,LEASE/SALE,OFFICE,Kurla West,782000,COMPLETED AND OPERATIONAL,None,None,None,"LBS Marg, Kurla West, Mumbai",false,None,None,None,None,None,400070,YES,None,
459,Nahar Business Center,None,0,0,19.113089,72.89796,purpleyo,Mumbai,02/22/2016 10:13:15,SALE,OFFICE AND RETAIL,Powai,72400,COMPLETED AND OPERATIONAL,None,None,None,"Chandivali Farm Road, Powai, Mumbai",false,None,None,None,None,None,400072,YES,None,
3362,Mayuresh Planet,None,0,0,19.007286,73.03263,purpleyo,Navi Mumbai,06/10/2016 11:38:44,LEASE/SALE,OFFICE AND RETAIL,CBD Belapur,276000,UNDER CONSTRUCTION,None,None,None,"Gopinath Panda Patil Marg, CBD Belapur, Navi Mumbai",false,None,None,None,None,None,400614,YES,None,
949,Marathon Futurex,None,0,0,18.994741,72.830734,purpleyo,Mumbai,03/03/2016 06:29:31,LEASE/SALE,OFFICE,Lower Parel,1525000,COMPLETED AND OPERATIONAL,None,None,None,"NM Joshi Marg, Lower Parel, Mumbai",false,None,None,None,None,None,400013,YES,None,
324,Ajmera Summit,None,0,0,19.071589,72.86245,purpleyo,Mumbai,06/28/2016 12:46:26,LEASE/SALE,OFFICE,Santacruz East,52000,COMPLETED AND OPERATIONAL,None,None,None,"CST Road, Kalina, Santacruz East, Mumbai",false,None,None,None,None,None,400098,YES,None,
3217,Laxmi Mall,None,0,0,19.13758,72.831375,purpleyo,Mumbai,05/20/2016 13:24:03,LEASE,OFFICE AND RETAIL,Andheri West,192000,COMPLETED AND OPERATIONAL,None,None,None,"New Link Road, Sundervan Complex Road, Shastri Nagar, Andheri West, Mumbai",false,None,None,None,None,None,400053,YES,None,
1808,Manek Plaza,None,0,0,19.072504,72.86697,purpleyo,Mumbai,05/24/2016 13:33:03,LEASE/SALE,OFFICE,Kalina,50000,COMPLETED AND OPERATIONAL,None,None,None,"CST Road, Kalina, Santacruz East, Mumbai",false,None,None,None,None,None,400098,YES,None,
607,Zion,None,0,0,19.036243,73.078995,purpleyo,Navi Mumbai,06/07/2016 07:58:06,SALE,OFFICE,Kharghar,156000,UNDER CONSTRUCTION,None,None,None,"# 273, Sector 10, Kharghar, Navi Mumbai",false,None,None,None,None,None,410210,NO CAN BE PROVIDED,None,
761,The Qube,None,0,0,19.102627,72.879745,purpleyo,Mumbai,05/18/2016 09:24:49,LEASE,OFFICE,Andheri East,300000,COMPLETED AND OPERATIONAL,None,None,None,"# 1498-A-2, M V Road, Marol, Andheri East, Mumbai",false,None,None,None,None,None,400059,YES,None,
304,Kaledonia,None,0,0,19.113638,72.84684,purpleyo,Mumbai,06/03/2016 06:17:52,LEASE/SALE,OFFICE,Andheri East,442157,COMPLETED AND OPERATIONAL,None,None,None,"HDIL Building, Sahar Road, Andheri East, Mumbai",false,None,None,None,None,None,400058,YES,None,
2930,Everest Infotech Park II,None,0,0,19.08939,73.026344,purpleyo,Navi Mumbai,06/08/2016 13:08:04,LEASE,OFFICE,Pawne,553511,COMPLETED AND OPERATIONAL,None,None,None,"# C-30/31, MIDC Industrial Area, Pawne, Navi Mumbai",false,None,None,None,None,None,400705,YES,None,
1542,Nesco - IT 4,None,0,0,19.152613,72.855736,purpleyo,Mumbai,06/02/2016 05:45:58,LEASE,OFFICE,Goregaon East,1300500,UNDER CONSTRUCTION,None,None,None,"Nesco IT Park, Western Expressway, Goregaon East, Mumbai",false,None,None,None,None,None,400063,YES,None,
1132,Gigaplex Building 2,None,0,0,19.174753,72.992004,purpleyo,Navi Mumbai,02/02/2016 10:35:10,LEASE,OFFICE,Airoli,490500,COMPLETED AND OPERATIONAL,None,None,None,"# I.T.5, MIDC, Airoli Knowledge Park, Airoli, Navi Mumbai",false,None,None,None,None,None,400708,YES,None,
514,Satyam Towers,None,0,0,19.049381,72.91671,purpleyo,Mumbai,01/12/2016 11:52:44,LEASE,OFFICE,Govandi,100000,COMPLETED AND OPERATIONAL,None,None,None,"Sanghavi Corporate Park, Govandi (East), Deonar, Chembur, Mumbai",false,None,None,None,None,None,400088,YES,None,
1133,Gigaplex Building 1,None,0,0,19.173841,72.991974,purpleyo,Navi Mumbai,02/02/2016 10:36:49,LEASE,OFFICE,Airoli,418000,COMPLETED AND OPERATIONAL,None,None,None,"# I.T.5, MIDC, Airoli Knowledge Park, Airoli, Navi Mumbai",false,None,None,None,None,None,400708,YES,None,
3144,Surana Tulsi Chambers,None,0,0,19.05452,72.88939,purpleyo,Mumbai,05/19/2016 09:33:36,SALE,OFFICE AND RETAIL,Chembur,210000,UNDER CONSTRUCTION,None,None,None,"SG Brave Marg, Chembur, Mumbai",false,None,None,None,None,None,400071,YES,None,
561,Asian Infotech Park,None,0,0,19.071535,73.028595,purpleyo,Navi Mumbai,06/28/2016 09:36:54,LEASE/SALE,OFFICE AND RETAIL,Nerul,200000,COMPLETED AND OPERATIONAL,None,None,None,"# D-222/28, Nerul, Navi Mumbai",false,None,None,None,None,None,400703,YES,None,
800,The Ruby Mills,None,0,0,19.024452,72.84418,purpleyo,Mumbai,05/10/2016 05:30:46,LEASE,OFFICE,Dadar West,1695000,COMPLETED AND OPERATIONAL,None,None,None,"# 29, Senapati Bapat Marg, Dadar West, Mumbai",false,None,None,None,None,None,400028,YES,None,
2407,Narang Continuum,None,0,0,19.099129,72.84559,purpleyo,Mumbai,06/24/2016 12:38:35,SALE,OFFICE AND RETAIL,Vile Parle East,25000,COMPLETED AND OPERATIONAL,None,None,None,"Ram Mandir Road, Vile Parle East, Mumbai",false,None,None,None,None,None,400057,YES,None,
3135,Srishti Square,None,0,0,19.162342,72.93807,purpleyo,Mumbai,07/01/2016 10:45:04,SALE,OFFICE AND RETAIL,Mulund West,56000,COMPLETED AND OPERATIONAL,None,None,None,"Lal Bahadur Shastri Marg, Bhandup Industrial Area, Mulund West, Mumbai",false,None,None,None,None,None,400080,NO,None,
2397,Vishwa Park,None,0,0,19.046305,73.026665,purpleyo,Navi Mumbai,06/24/2016 11:14:12,LEASE,OFFICE,Nerul,28500,COMPLETED AND OPERATIONAL,None,None,None,"# D-184, MIDC, Behind London Pilsner, Nerul, Navi Mumbai",false,None,None,None,None,None,400706,YES,None,
724,Arihant Aura - Block B,None,0,0,19.075628,73.01983,purpleyo,Navi Mumbai,07/13/2016 09:48:43,LEASE/SALE,OFFICE AND RETAIL,Turbhe,210870,COMPLETED AND OPERATIONAL,None,None,None,"Thane-Belapur Road, Turbhe MIDC, Turbhe, Navi Mumbai",false,None,None,None,None,None,400036,YES,None,
3113,Balaji Business Park,None,0,0,19.107904,72.882324,purpleyo,Mumbai,06/28/2016 09:39:00,SALE,OFFICE AND RETAIL,Andheri East,66000,COMPLETED AND OPERATIONAL,None,None,None,"# 785, Andheri Kurla Road, Marol Naka, Andheri East, Mumbai",false,None,None,None,None,None,400059,YES,None,
2798,Fulcrum Business Center - Wing A,None,0,0,19.104185,72.87199,purpleyo,Mumbai,06/06/2016 10:47:04,LEASE,OFFICE AND RETAIL,Andheri East,187200,COMPLETED AND OPERATIONAL,None,None,None,"Sahar Road, Andheri East, Mumbai",false,None,None,None,None,None,400058,YES,None,
2606,Inspire,None,0,0,19.063456,72.85767,purpleyo,Mumbai,06/23/2016 11:21:02,SALE,OFFICE,Bandra East,800000,COMPLETED AND OPERATIONAL,None,None,None,"G Block, BKC Road, Bandra East, Mumbai",false,None,None,None,None,None,400051,YES,None,
2782,Business Park,None,0,0,19.119894,72.86893,purpleyo,Mumbai,05/20/2016 12:05:04,LEASE/SALE,OFFICE,Andheri East,36973,COMPLETED AND OPERATIONAL,None,None,None,"# 6, Chakala Industrial Area (MIDC), Andheri East, Mumbai",false,None,None,None,None,None,400069,NO,None,
2995,Raj Embassy,None,0,0,19.138044,72.9332,purpleyo,Mumbai,06/07/2016 07:26:50,LEASE,OFFICE,Bhandup,556889,COMPLETED AND OPERATIONAL,None,None,None,"LBS Marg, Bhandup, Mumbai",false,None,None,None,None,None,400078,YES,None,
