city,property_type,data_time,monthly_rent,data_id,furnished,age,area,location,platform,immediate_possession,locality,selling_price,lat,txn_type,lng,desc,google_place_id,building_name
Mumbai,Office,05/07/2016,"  78,63,720  ",12842,Bare Shell,New,"42,595 Sq. Ft. "," Art Guild House, Lal Bahadur Shastri Marg, Nav Pada, Mumbai, Maharashtra, India",jagaha,No,"North Central Mumbai: Sion, Kurla, Mahim, Matunga & Dadar ",---,19.0859486,Lease,72.8901847,"This office space is available for lease in a Kurla West newly constructed building. The office has a carpet area of 42,595 square feet and a built up area of 65,531 square feet. It is a bare shell unit and come with its own private washroom and thirty-three reserved car parks. As for the features & amenities, this Kurla commercial building has full time security, a well maintained 1.1 acre garden, two grand atriums with a vaulted sky-light, green roofing system (to enhance air-conditioning efficiency at terrace level), six lifts, visitor's car parking, a gym, a cafeteria, a lounge, a fire fighting system and water storage. The WiFi enabled building's common area has a plush interior with Italian marble flooring, a fresh air system as per ASHRAE standards, a dedicated smoking area and landscaped areas at the entrances. With that said, this elegant Kurla building is well situated within driving distance of Bandra-Kurla Complex and Kurla Station.",ChIJG7zPfofI5zsR_B63xlZr2Og, Art Guild House
Mumbai,Office,05/07/2016,"  59,89,080  ",12843,Bare Shell,New,"32,441 Sq. Ft. "," Art Guild House, Lal Bahadur Shastri Marg, Nav Pada, Mumbai, Maharashtra, India",jagaha,No,"North Central Mumbai: Sion, Kurla, Mahim, Matunga & Dadar ",---,19.0859486,Lease,72.8901847,"This office space is available for lease in a Kurla West newly constructed building. The office has a carpet area of 32,441 square feet and a built up area of 49,909 square feet. It is a bare shell unit and come with its own private washroom and twenty-five reserved car parks. As for the features & amenities, this Kurla commercial building has full time security, a well maintained 1.1 acre garden, two grand atriums with a vaulted sky-light, green roofing system (to enhance air-conditioning efficiency at terrace level), six lifts, visitor's car parking, a gym, a cafeteria, a lounge, a fire fighting system and water storage. The WiFi enabled building's common area has a plush interior with Italian marble flooring, a fresh air system as per ASHRAE standards, a dedicated smoking area and landscaped areas at the entrances. With that said, this elegant Kurla building is well situated within driving distance of Bandra-Kurla Complex and Kurla Station.",ChIJG7zPfofI5zsR_B63xlZr2Og, Art Guild House
Mumbai,Office,05/07/2016,"  71,23,440  ",12846,Bare Shell,New,"38,585 Sq. Ft. "," Art Guild House, Lal Bahadur Shastri Marg, Nav Pada, Mumbai, Maharashtra, India",jagaha,No,"North Central Mumbai: Sion, Kurla, Mahim, Matunga & Dadar ",---,19.0859486,Lease,72.8901847,"This office space is available for lease in a Kurla West newly constructed building. The office has a carpet area of 38,585 square feet and a built up area of 59,362 square feet. It is a bare shell unit and come with its own private washroom and thirty reserved car parks. As for the features & amenities, this Kurla commercial building has full time security, a well maintained 1.1 acre garden, two grand atriums with a vaulted sky-light, green roofing system (to enhance air-conditioning efficiency at terrace level), six lifts, visitor's car parking, a gym, a cafeteria, a lounge, a fire fighting system and water storage. The WiFi enabled building's common area has a plush interior with Italian marble flooring, a fresh air system as per ASHRAE standards, a dedicated smoking area and landscaped areas at the entrances. With that said, this elegant Kurla building is well situated within driving distance of Bandra-Kurla Complex and Kurla Station.",ChIJG7zPfofI5zsR_B63xlZr2Og, Art Guild House
Mumbai,Office,05/07/2016,"  44,50,000  ",12999,Semi,Under 5 years,"31,741 Sq. Ft. "," Western Edge I, Western Express Highway, Borivali East, Mumbai, Maharashtra, India",jagaha,Yes,"North Mumbai: Goregaon, Kandivali, Jogeshwari, Borivali & Malad ",---,19.2186562,Lease,72.8653292,"This spacious office space is available for lease in Borivali East, Mumbai. It has a carpet area of 31,741 square feet and a built up area of 52,375 square feet. The property is semi-furnished and comes with eighteen cabins, nine conference rooms, air conditioners, fifty reserved car parks and four private washrooms. In terms of features & amenities, this Borivali commercial building has a glass facade exterior, full time security, two lifts, a cafeteria, power backup, a fire fighting system and water storage. This office building is conveniently located on the Western Express Highway and is within driving distance of Borivali Station providing easy access to various modes of transportation.",ChIJV5hvWTK35zsRd_wvZDfVSj0, Western Edge I
Mumbai,"Shop/Showroom, Leisure/Hospitality",05/07/2016,---,431,Bare Shell,New,"17,513 Sq. Ft. "," Kanakia Wall Street, Andheri - Kurla Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  87,56,50,000 ",19.1149403,Buy,72.8611274,"This ground floor retail space is for sale in an exceptional upcoming project - a must have commercial property in Andheri East, Mumbai with usable area of 17513 sq. ft. and built up area of 27845 sq.ft. This retail space is a bare shell unit, thus can be easily designed and furnished as required. In regards to features and amenities, this modern Andheri commercial building boasts it all with a cafeteria, gym, visitor parking, tenant parking (this unit comes with its own reserved car park), water storage, a fire fighting system, a club house, four state of the art lifts, power backup, a bar/lounge, full time security etc.",ChIJ-1or-DDI5zsRPde47WuOouc, Kanakia Wall Street
Mumbai,Office,05/07/2016,---,11084,Unfurnished,Under 5 years,"14,000 Sq. Ft. "," Trade Square, Mehra Compound Road, Safed Pul, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  13,30,00,000 ",19.0990161,Buy,72.8862024,"Andheri East office is for sale in a newly constructed building. The office space is an unfurnished unit that has a carpet area of 14,000 square feet, its own private washroom and reserved car parking. The Andheri East building has a glass facade exterior and includes all the necessary amenities such as full time security, two lifts, power backup. a fire fighting system, visitor's parking and water storage. Moreover, this Andheri East commercial building is a walkable distance from Saki Naka Metro Station.",ChIJGxslw2_I5zsRxPkTMLrFhuQ, Trade Square
Mumbai,Office,05/07/2016,---,12282,Bare Shell,New,"13,704 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  49,09,20,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 13704 square feet (a built up area of 20455 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
Mumbai,Office,05/07/2016,---,12280,Bare Shell,New,"14,177 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  50,78,40,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 14177 square feet (a built up area of 21160 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
Mumbai,Office,05/07/2016,---,12275,Bare Shell,New,"14,191 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  50,83,44,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 14191 square feet (a built up area of 21181 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
Mumbai,Office,05/07/2016,"  57,36,720  ",12848,Bare Shell,New,"31,074 Sq. Ft. "," Art Guild House, Lal Bahadur Shastri Marg, Nav Pada, Mumbai, Maharashtra, India",jagaha,No,"North Central Mumbai: Sion, Kurla, Mahim, Matunga & Dadar ",---,19.0859486,Lease,72.8901847,"This office space is available for lease in a Kurla West newly constructed building. The office has a carpet area of 31,074 square feet and a built up area of 47,806 square feet. It is a bare shell unit and come with its own private washroom and twenty-four reserved car parks. As for the features & amenities, this Kurla commercial building has full time security, a well maintained 1.1 acre garden, two grand atriums with a vaulted sky-light, green roofing system (to enhance air-conditioning efficiency at terrace level), six lifts, visitor's car parking, a gym, a cafeteria, a lounge, a fire fighting system and water storage. The WiFi enabled building's common area has a plush interior with Italian marble flooring, a fresh air system as per ASHRAE standards, a dedicated smoking area and landscaped areas at the entrances. With that said, this elegant Kurla building is well situated within driving distance of Bandra-Kurla Complex and Kurla Station.",ChIJG7zPfofI5zsR_B63xlZr2Og, Art Guild House
Mumbai,Office,05/07/2016,"  45,00,000  ",10838,Bare Shell,5 - 10 years,"30,000 Sq. Ft. "," Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra, India",jagaha,Yes,"Central Mumbai: Parel, Lower Parel, Worli & Prabhadevi",---,18.9961651,Lease,72.8265085,"This office space is available for lease in Lower Parel. It is a third floor unit with a carpet area of 30,000 square feet. The office is a bare shell unit so one can design and furnish the space per their business’s needs. This Lower Parel office comes with two lifts and thirty reserved car parks. Moreover, the commercial building has full time security, visitor's parking, power backup, a fire fighting system and water storage.",EjxTZW5hcGF0aSBCYXBhdCBNYXJnLCBMb3dlciBQYXJlbCwgTXVtYmFpLCBNYWhhcmFzaHRyYSwgSW5kaWE, Senapati Bapat Marg
Mumbai,"Shop/Showroom, Leisure/Hospitality",05/07/2016,"  50,00,000  ",11938,Unfurnished,5 - 10 years,"25,000 Sq. Ft. "," Atria The Millennium Mall, Mumbai, Maharashtra, India",jagaha,Yes,"Central Mumbai: Lower Parel, Worli, Parel & Prabhadevi",---,18.9912503,Lease,72.8146107,"This retail unit is available for lease in a Worli mall with a carpet area of 25,000 square feet. The property is unfurnished so one can design the space as per his or her business's needs. Concerning amenities, this Worli Mall has full time security, four lifts, air conditioning, a gym, visitor’s parking, a cafeteria, power backup, a lounge, a fire fighting system and water storage. Moreover, the mall consists of many well known brand showrooms and is easily accessible from Worli Naka, Haji Ali & Mahalaxmi Station, thus it would be best suitable for any shop, showroom, leisure or hospitality business.",ChIJUR1w5rbJ5zsRB2l8C0G2iQ0, Atria The Millennium Mall
Mumbai,Office,05/07/2016,"  45,17,750  ",12129,Unfurnished,5 - 10 years,"21,261 Sq. Ft. "," Jalaram Store, RRT Road, Mulund West, Mumbai, Maharashtra, India",jagaha,Yes,North East Mumbai:  ,---,19.172233,Lease,72.955189,"Lease this office space in Mulund West, Mumbai. It has total (including 1st,2nd and 3rd floor) carpet area 18071 square feet and a built up area of 25790 square feet. The property is in a very popular and well maintained shopping centre. It is an unfurnished unit so one can design and furnish it as per his/her business's required. This Mulund West commercial building has a glass facade exterior and all the basic amenities covered such as full time security, nearby an atm, centrally air conditioned, a lift, ten reserved car parks, visitor's parking, a fire fighting system and water storage. Concerning accessibility, this commercial building is situated near Mulund Station providing your employees with a hassle free commute.",ChIJVVVVVVa45zsRIWTbxbPAzGM, Jalaram Store
Mumbai,Office,05/07/2016,"  28,00,000  ",373,Fully,5 - 10 years,"20,500 Sq. Ft. "," Excom House, Saki Vihar Road, Asalpha, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,---,19.1050857,Lease,72.8880815,"This fully furnished, well maintained and newly constructed Andheri East commercial property is for lease. The property includes a ground floor, first floor and second floor (ground floor = 6500 sq. ft., first floor = 7000 sq. ft., second floor = 7000 sq. ft.) for a total useable area of 20,500 square feet and a built up area of 28,000 square feet. It is a Vaastu compliant structure with entry from all sides, two stair cases, ample space for parking, 24 hour security, water storage, power supply and fifteen car parks. This Andheri independent building is conveniently located next to Saki Naka metro station.",ChIJC_X7a3LI5zsRJ4V1KAqYpB0, Excom House
Mumbai,"Shop/Showroom, Leisure/Hospitality",05/07/2016,"  40,00,000  ",11937,Unfurnished,5 - 10 years,"20,000 Sq. Ft. "," Atria The Millennium Mall, Mumbai, Maharashtra, India",jagaha,Yes,"Central Mumbai: Lower Parel, Worli, Parel & Prabhadevi",---,18.9912503,Lease,72.8146107,"This retail unit is available for lease in a Worli mall with a carpet area of 20,000 square feet. The property is unfurnished so one can design the space as per his or her business's needs. Concerning amenities, this Worli Mall has full time security, four lifts, air conditioning, a gym, visitor’s parking, a cafeteria, power backup, a lounge, a fire fighting system and water storage. Moreover, the mall consists of many well known brand showrooms and is easily accessible from Worli Naka, Haji Ali & Mahalaxmi Station, thus it would be best suitable for any shop, showroom, leisure or hospitality business.",ChIJUR1w5rbJ5zsRB2l8C0G2iQ0, Atria The Millennium Mall
Mumbai,Office,05/07/2016,---,12271,Bare Shell,New,"13,505 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  48,37,92,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 13505 square feet (a built up area of 20158 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
Mumbai,Office,05/07/2016,---,12355,Bare Shell,Free hold,"13,500 Sq. Ft. "," Rushabh Tower, Sewri, Mumbai, Maharashtra, India",jagaha,Yes,"East Mumbai:  Wadala, Sewri, Mazgaon, Guru Tegh Bahadur Nagar (GTB), Masjid Bandar, Byculla","  55,00,00,000 ",18.9936933,Buy,72.8502278,"This entire commercial building is available for sale in Sewri, Mumbai. It has a total carpet area of 13500 square feet (including 1st, 2nd, 3rd, 4th and 5th floor) with terrace area of 1500 square feet and comes with private washrooms and ten reserved car parks. The unit is a bare shell property so it can be designed as per one's needs. This newly constructed commercial building covers all the basics such as full time security, a fire fighting system, power back up and water storage. Concerning accessibility commercial building is ideally situated in a commercial hub with easy access to Sewri Station and other modes of transportation.",ChIJj5xFYP_O5zsR89Fq06VWTYk, Rushabh Tower
Mumbai,Office,05/07/2016,---,10870,Fully,5 - 10 years,"13,000 Sq. Ft. "," P D'Mello Road, Chhatrapati Shivaji Terminus Area, Mumbai, Maharashtra, India",jagaha,Yes,"Town: Colaba, Churchgate, Nariman Point, Fort, Marine Lines & Cuffe Parade ","  39,00,00,000 ",18.9439692,Buy,72.8393682999999,"This office building is available for sale in Fort. This Fort office building has five floors (ground, first, second, third & fourth) with a total carpet area of 13,000 square feet and a built up area of 20,000 square feet. The commercial building is furnished that comes with fifteen cabins and eight conference rooms. To boot, there are two washrooms on each floor. In term of amenities, the Fort office building provides full time security, air conditioning, a fire fighting system, water storage, a lift, power backup and visitor's car parking. This Fort office space is just next to VT Station providing your employees with a hassle free commute.",Ek1QIEQnTWVsbG8gUm9hZCwgQ2hoYXRyYXBhdGkgU2hpdmFqaSBUZXJtaW51cyBBcmVhLCBNdW1iYWksIE1haGFyYXNodHJhLCBJbmRpYQ, P D'Mello Road
Mumbai,Office,05/07/2016,---,12244,Bare Shell,New,"12,847 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  46,02,24,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 12847 square feet (a built up area of 19176 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
Mumbai,Office,05/07/2016,---,12253,Bare Shell,New,"12,847 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  46,02,24,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 12847 square feet (a built up area of 19176 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
Mumbai,Office,05/07/2016,---,12265,Bare Shell,New,"12,847 Sq. Ft. "," Fulcrum, Sahar Road, Andheri East, Mumbai, Maharashtra, India",jagaha,Yes,Andheri ,"  46,02,24,000 ",19.1088116,Buy,72.8560975,"This Andheri East office unit is available for sale in a newly constructed building. The property is a bare shell unit so one can design and furnish the space as per the business's needs. It has a carpet area of 12847 square feet (a built up area of 19176 square feet) & comes with its own private washrooms and nine reserved car parks. As for features and amenities, this Andheri East building comes with full time security, a grand & lavish lobby, eight lifts, a glass facade exterior, a fire fighting system, an ATM, power backup and water storage. This commercial building is surrounded by many five star hotels, close to the international airport & well connected to Airport Road Metro Station providing your employees with easy and hassle free commute.",ChIJbc7DyjXI5zsRU59oHkbbVrM, Fulcrum
